"","IP","age_read","destination","experimentName","grade","idnumber","lang","sex","time","time_in_a_week","userCode","userFileName","year"
"463","51.158.204.64",3,"agreement.csv","lopuhinpredicttest",8,"","Русский ","male",NA,"min30","JDH597",597,14
"464","213.87.161.150",6,"agreement.csv","lopuhinpredicttest",8,"","Русский","female",NA,"min30","RTN598",598,14
"465","83.220.238.159",4,"agreement.csv","lopuhinpredicttest",2,"","русский","female",NA,"min10","YGP599",599,8
"466","185.79.101.227",5,"agreement.csv","lopuhinpredicttest",8,"","Русский","male",NA,"min100500","MSI600",600,14
"467","213.87.139.171",4,"agreement.csv","lopuhinpredicttest",5,"","Русский ","male",NA,"min100500","KWW601",601,11
"468","46.138.7.162",4,"agreement.csv","lopuhinpredicttest",5,"","Русский","female",NA,"min90","QSL602",602,11
"469","46.138.7.162",4,"agreement.csv","lopuhinpredicttest",5,"","Русский","female",NA,"min90","EGR603",603,11
"470","94.29.126.181",4,"agreement.csv","lopuhinpredicttest",5,"Не знаю","Русский","female",NA,"min100500","LMJ604",604,10
"471","46.138.185.189",3,"agreement.csv","lopuhinpredicttest",5,"","Русский","female",NA,"min90","OBB605",605,11
"472","46.242.8.185",3,"agreement.csv","lopuhinpredicttest",7,"","Русский ","female",NA,"min60","VEX606",606,13
"473","46.242.8.185",3,"agreement.csv","lopuhinpredicttest",7,"","Р","female",NA,"min60","COL607",607,13
"474","46.138.185.189",3,"agreement.csv","lopuhinpredicttest",5,"","Русский","female",NA,"min90","ROW608",608,11
"475","109.252.16.94",3,"agreement.csv","lopuhinpredicttest",7,"","Русский","female",NA,"min10","QWE609",609,13
"476","85.141.170.167",3,"agreement.csv","lopuhinpredicttest",5,"","Русский","female",NA,"min90","FPY610",610,11
"477","85.141.170.167",3,"agreement.csv","lopuhinpredicttest",5,"","Русский","female",NA,"min90","RJT611",611,11
"478","31.173.87.79",5,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min100500","UBO612",612,15
"479","94.201.163.148",4,"agreement.csv","lopuhinpredicttest",9,"-","Русский","female",NA,"min90","HNB613",613,15
"480","46.39.45.170",4,"agreement.csv","lopuhinpredicttest",9,"","Русский","female",NA,"min60","WDQ614",614,15
"481","31.173.87.79",5,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min100500","IGV615",615,15
"482","46.39.51.209",7,"agreement.csv","lopuhinpredicttest",9,"","русский","female",NA,"min100500","HCV616",616,15
"483","79.139.133.152",4,"agreement.csv","lopuhinpredicttest",9,"","Русский","female",NA,"min100500","CNA619",619,15
"484","46.39.229.161",5,"agreement.csv","lopuhinpredicttest",9,"","Русский ","female",NA,"min100500","HXK620",620,16
"485","46.39.229.161",5,"agreement.csv","lopuhinpredicttest",9,"","Русский ","female",NA,"min100500","HIC621",621,16
"486","91.132.107.68",6,"agreement.csv","lopuhinpredicttest",7,"","Русский","male",NA,"min30","UCH622",622,13
"487","141.101.226.178",3,"agreement.csv","lopuhinpredicttest",10,"","русский","female",NA,"min100500","CGU623",623,17
"488","5.42.100.61",4,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min10","QZL624",624,15
"489","141.101.226.178",3,"agreement.csv","lopuhinpredicttest",10,"","русский ","female",NA,"min100500","DFM625",625,17
"490","141.101.226.178",4,"agreement.csv","lopuhinpredicttest",9,"","русский","female",NA,"min60","MVO625",625,15
"491","141.101.226.178",4,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min30","BPT626",626,15
"492","141.101.226.178",3,"agreement.csv","lopuhinpredicttest",9,"","Русский","female",NA,"min60","TFZ627",627,15
"493","185.72.224.85",5,"agreement.csv","lopuhinpredicttest",9,"","русский","female",NA,"min60","HHJ628",628,15
"494","109.252.175.21",5,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min10","NCQ629",629,15
"495","141.101.226.178",5,"agreement.csv","lopuhinpredicttest",9,"","Русский ","female",NA,"min100500","XWE630",630,15
"496","141.101.226.178",7,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min10","NJR632",632,16
"497","141.101.226.178",5,"agreement.csv","lopuhinpredicttest",10,"","Русский","female",NA,"min100500","KWF633",633,17
"498","141.101.226.178",5,"agreement.csv","lopuhinpredicttest",10,"","Русский","female",NA,"min60","GFW634",634,17
"499","213.87.133.215",5,"agreement.csv","lopuhinpredicttest",9,"","Русский","male",NA,"min10","EAO635",635,16
"500","141.101.226.178",3,"agreement.csv","lopuhinpredicttest",9,"","Русский","female",NA,"min100500","LAV636",636,15
"501","81.17.123.212",4,"agreement.csv","lopuhinpredicttest",0,"","Русский ","female",NA,"min100500","PGV640",640,20
